datetime,Air_Temperature_celsius,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerHour,Snowfall_millimeterPerHour
2022-01-06 08:00,11.45,0,297,92.88,1.8,0,0
2022-01-06 09:00,11.08,0,293,90.86,1.86,0,0
2022-01-06 10:00,10.82,0,293,91.28,1.53,0,0
2022-01-06 11:00,10.56,0,293,91.7,1.2,0,0
2022-01-06 12:00,10.29,180,296,92.12,0.86,0,0
2022-01-06 13:00,12.34,180,296,82.33,0.93,0,0
2022-01-06 14:00,14.39,180,296,72.54,1,0,0
2022-01-06 15:00,16.43,580,316.11,62.75,1.07,0,0
2022-01-06 16:00,17.82,580,316.11,58.18,1.28,0,0
2022-01-06 17:00,19.21,580,316.11,53.6,1.5,0,0
2022-01-06 18:00,20.6,500,330,49.03,1.71,0,0
2022-01-06 19:00,20.95,500,330,47.73,2.22,0,0
2022-01-06 20:00,21.31,500,330,46.44,2.72,0,0
2022-01-06 21:00,21.66,80,330.03,45.14,3.22,0,0
2022-01-06 22:00,19.82,80,330.03,52.05,2.8,0,0
2022-01-06 23:00,17.99,80,330.03,58.97,2.38,0,0
2022-01-07 00:00,16.15,0,321,65.88,1.96,0,0
2022-01-07 01:00,15.84,0,321,67.15,1.68,0,0
2022-01-07 02:00,15.53,0,321,68.42,1.4,0,0
2022-01-07 03:00,15.22,0,339,69.69,1.12,0,0
2022-01-07 04:00,15.97,0,339,70.15,1.65,0,0
2022-01-07 05:00,16.72,0,339,70.61,2.18,0,0
2022-01-07 06:00,17.47,0,335,71.07,2.71,0,0
2022-01-07 07:00,16.72,0,335,78.07,2.47,0,0
2022-01-07 08:00,15.97,0,335,85.08,2.22,0,0
2022-01-07 09:00,15.23,0,329,92.08,1.97,0,0
2022-01-07 10:00,15.54,0,329,94.47,1.92,0,0
2022-01-07 11:00,15.86,0,329,96.87,1.87,0,0
2022-01-07 12:00,16.17,150,345.19,99.27,1.82,0,0
2022-01-07 13:00,15.99,150,345.19,90.54,1.33,0,0
2022-01-07 14:00,15.81,150,345.19,81.82,0.83,0,0
2022-01-07 15:00,15.64,590,299.19,73.09,0.33,0,0
2022-01-07 16:00,16.7,590,299.19,64.31,0.06,0,0
2022-01-07 17:00,17.76,590,299.19,55.53,0.21,0,0
2022-01-07 18:00,18.81,520,305,46.74,0.48,0,0
2022-01-07 19:00,18.87,520,305,43.23,0.67,0,0
2022-01-07 20:00,18.92,520,305,39.72,0.86,0,0
2022-01-07 21:00,18.97,72,291,36.21,1.06,0,0
2022-01-07 22:00,16.84,72,291,38.66,1.27,0,0
2022-01-07 23:00,14.71,72,291,41.11,1.48,0,0
2022-01-08 00:00,12.57,0,273,43.56,1.7,0,0
2022-01-08 01:00,11.96,0,273,45.09,1.97,0,0
2022-01-08 02:00,11.34,0,273,46.62,2.24,0,0
2022-01-08 03:00,10.73,0,271,48.14,2.52,0,0
2022-01-08 04:00,10.66,0,271,54.03,2.41,0,0
2022-01-08 05:00,10.59,0,271,59.92,2.31,0,0
2022-01-08 06:00,10.52,0,280,65.82,2.2,0,0
2022-01-08 07:00,10.48,0,280,66.06,2.5,0,0
2022-01-08 08:00,10.44,0,280,66.3,2.79,0,0
2022-01-08 09:00,10.39,0,286,66.54,3.09,0,0
2022-01-08 10:00,10.21,0,286,72.44,2.54,0,0
2022-01-08 11:00,10.03,0,286,78.34,1.99,0,0
2022-01-08 12:00,9.84,180,300,84.24,1.44,0,0
2022-01-08 13:00,12.38,180,300,77.89,2.29,0,0
2022-01-08 14:00,14.92,180,300,71.53,3.14,0,0
2022-01-08 15:00,17.45,580,328.7,65.18,3.99,0,0
2022-01-08 16:00,19.38,580,328.7,60.69,4.22,0,0
2022-01-08 17:00,21.31,580,328.7,56.19,4.44,0,0
