time,FLOW
2023-09-17T00:00:00Z,449.6802
2023-09-18T00:00:00Z,272.2036
2023-09-19T00:00:00Z,63.3282
2023-09-20T00:00:00Z,336.0408
2023-09-21T00:00:00Z,577.7145
2023-09-22T00:00:00Z,615.1062
2023-09-23T00:00:00Z,590.5235
2023-09-24T00:00:00Z,404.2212
2023-09-25T00:00:00Z,333.0915
2023-09-26T00:00:00Z,233.7392
2023-09-27T00:00:00Z,219.7875
2023-09-28T00:00:00Z,166.7731
2023-09-29T00:00:00Z,114.8605
2023-09-30T00:00:00Z,76.7791
2023-10-01T00:00:00Z,101.4378
2023-10-02T00:00:00Z,79.8179
2023-10-03T00:00:00Z,109.2992
2023-10-04T00:00:00Z,152.5382
2023-10-05T00:00:00Z,200.3329
2023-10-06T00:00:00Z,236.5478
2023-10-07T00:00:00Z,272.9989
2023-10-08T00:00:00Z,236.6433
2023-10-09T00:00:00Z,150.4069
2023-10-10T00:00:00Z,90.5966
2023-10-11T00:00:00Z,44.0939
2023-10-12T00:00:00Z,51.5812
2023-10-13T00:00:00Z,67.3754
2023-10-14T00:00:00Z,85.0323
2023-10-15T00:00:00Z,77.3098
2023-10-16T00:00:00Z,197.6404
2023-10-17T00:00:00Z,279.7073
2023-10-18T00:00:00Z,289.0502
2023-10-19T00:00:00Z,213.1576
2023-10-20T00:00:00Z,64.8332
2023-10-21T00:00:00Z,119.6542
2023-10-22T00:00:00Z,236.5888
2023-10-23T00:00:00Z,88.2722
2023-10-24T00:00:00Z,82.0909
2023-10-25T00:00:00Z,282.905
2023-10-26T00:00:00Z,351.9054
2023-10-27T00:00:00Z,265.1675
2023-10-28T00:00:00Z,206.4555
2023-10-29T00:00:00Z,117.9635
2023-10-30T00:00:00Z,139.8471
2023-10-31T00:00:00Z,219.8608
2023-11-01T00:00:00Z,329.0085
2023-11-02T00:00:00Z,372.1197
2023-11-03T00:00:00Z,392.9036
2023-11-04T00:00:00Z,433.5329
2023-11-05T00:00:00Z,295.9227
2023-11-06T00:00:00Z,226.2577
2023-11-07T00:00:00Z,234.0877
2023-11-08T00:00:00Z,233.1041
2023-11-09T00:00:00Z,190.6131
2023-11-10T00:00:00Z,145.6395
2023-11-11T00:00:00Z,182.9552
2023-11-12T00:00:00Z,205.8632
2023-11-13T00:00:00Z,219.0176
2023-11-14T00:00:00Z,204.053
2023-11-15T00:00:00Z,238.0708
2023-11-16T00:00:00Z,280.8479
2023-11-17T00:00:00Z,272.3607
2023-11-18T00:00:00Z,236.4415
2023-11-19T00:00:00Z,240.1615
2023-11-20T00:00:00Z,203.2842
2023-11-21T00:00:00Z,223.5495
2023-11-22T00:00:00Z,278.07
2023-11-23T00:00:00Z,251.01
2023-11-24T00:00:00Z,221.6063
2023-11-25T00:00:00Z,215.4828
2023-11-26T00:00:00Z,235.0099
2023-11-27T00:00:00Z,259.2939
2023-11-28T00:00:00Z,244.8166
2023-11-29T00:00:00Z,301.0748
2023-11-30T00:00:00Z,310.2884
2023-12-01T00:00:00Z,263.3103
2023-12-02T00:00:00Z,310.2943
2023-12-03T00:00:00Z,304.88
2023-12-04T00:00:00Z,243.6941
2023-12-05T00:00:00Z,243.9176
2023-12-06T00:00:00Z,226.2751
2023-12-07T00:00:00Z,185.2743
2023-12-08T00:00:00Z,166.3535
2023-12-09T00:00:00Z,201.7198
2023-12-10T00:00:00Z,224.326
2023-12-11T00:00:00Z,201.7656
2023-12-12T00:00:00Z,188.7651
2023-12-13T00:00:00Z,163.9716
2023-12-14T00:00:00Z,201.1364
2023-12-15T00:00:00Z,195.7156
2023-12-16T00:00:00Z,213.432
2023-12-17T00:00:00Z,181.8482
2023-12-18T00:00:00Z,130.4338
2023-12-19T00:00:00Z,157.8911
2023-12-20T00:00:00Z,136.5485
2023-12-21T00:00:00Z,65.0645
2023-12-22T00:00:00Z,37.024
2023-12-23T00:00:00Z,17.1982
2023-12-24T00:00:00Z,10.6755
2023-12-25T00:00:00Z,20.999
2023-12-26T00:00:00Z,28.1065
2023-12-27T00:00:00Z,29.5311
2023-12-28T00:00:00Z,27.1391
2023-12-29T00:00:00Z,26.1053
2023-12-30T00:00:00Z,28.3535
2023-12-31T00:00:00Z,28.5672
2024-01-01T00:00:00Z,26.2661
2024-01-02T00:00:00Z,24.9937
2024-01-03T00:00:00Z,25.2871
2024-01-04T00:00:00Z,25.4591
2024-01-05T00:00:00Z,25.6435
2024-01-06T00:00:00Z,22.5772
2024-01-07T00:00:00Z,21.8947
2024-01-08T00:00:00Z,26.3522
2024-01-09T00:00:00Z,26.0972
2024-01-10T00:00:00Z,26.7044
2024-01-11T00:00:00Z,25.875
2024-01-12T00:00:00Z,24.0574
2024-01-13T00:00:00Z,27.1826
2024-01-14T00:00:00Z,28.9582
2024-01-15T00:00:00Z,26.0257
2024-01-16T00:00:00Z,23.1317
2024-01-17T00:00:00Z,23.2757
2024-01-18T00:00:00Z,27.2954
2024-01-19T00:00:00Z,25.4196
2024-01-20T00:00:00Z,23.1444
2024-01-21T00:00:00Z,27.0913
2024-01-22T00:00:00Z,27.8292
2024-01-23T00:00:00Z,25.1956
2024-01-24T00:00:00Z,26.3261
2024-01-25T00:00:00Z,23.045
2024-01-26T00:00:00Z,23.7985
2024-01-27T00:00:00Z,26.5052
2024-01-28T00:00:00Z,26.7098
2024-01-29T00:00:00Z,109.1267
2024-01-30T00:00:00Z,155.9271
2024-01-31T00:00:00Z,155.6005
2024-02-01T00:00:00Z,158.1634
2024-02-02T00:00:00Z,149.3402
2024-02-03T00:00:00Z,124.9043
2024-02-04T00:00:00Z,105.2233
2024-02-05T00:00:00Z,162.6363
2024-02-06T00:00:00Z,195.5582
2024-02-07T00:00:00Z,199.4231
2024-02-08T00:00:00Z,198.754
2024-02-09T00:00:00Z,217.5428
2024-02-10T00:00:00Z,207.0376
2024-02-11T00:00:00Z,187.6948
2024-02-12T00:00:00Z,126.3415
2024-02-13T00:00:00Z,131.0942
2024-02-14T00:00:00Z,141.4096
2024-02-15T00:00:00Z,128.5271
2024-02-16T00:00:00Z,110.7437
2024-02-17T00:00:00Z,107.789
2024-02-18T00:00:00Z,79.4974
2024-02-19T00:00:00Z,52.2246
2024-02-20T00:00:00Z,48.6072
2024-02-21T00:00:00Z,41.773
2024-02-22T00:00:00Z,30.5144
2024-02-23T00:00:00Z,44.5419
2024-02-24T00:00:00Z,45.1369
2024-02-25T00:00:00Z,46.2139
2024-02-26T00:00:00Z,47.5764
2024-02-27T00:00:00Z,38.4261
2024-02-28T00:00:00Z,34.0935
2024-02-29T00:00:00Z,39.1431
2024-03-01T00:00:00Z,39.0269
2024-03-02T00:00:00Z,41.958
2024-03-03T00:00:00Z,47.6857
2024-03-04T00:00:00Z,47.2531
2024-03-05T00:00:00Z,44.2273
2024-03-06T00:00:00Z,44.6002
2024-03-07T00:00:00Z,45.5756
2024-03-08T00:00:00Z,45.6181
2024-03-09T00:00:00Z,44.4953
2024-03-10T00:00:00Z,41.0514
2024-03-11T00:00:00Z,33.3983
2024-03-12T00:00:00Z,32.4601
2024-03-13T00:00:00Z,34.3007
2024-03-14T00:00:00Z,36.8757
2024-03-15T00:00:00Z,36.1171
2024-03-16T00:00:00Z,33.3945
2024-03-17T00:00:00Z,30.2581
2024-03-18T00:00:00Z,19.8523
2024-03-19T00:00:00Z,19.1857
2024-03-20T00:00:00Z,29.4207
2024-03-21T00:00:00Z,48.0132
2024-03-22T00:00:00Z,40.5342
2024-03-23T00:00:00Z,41.2437
2024-03-24T00:00:00Z,37.5905
2024-03-25T00:00:00Z,35.2574
2024-03-26T00:00:00Z,36.2457
2024-03-27T00:00:00Z,44.8831
2024-03-28T00:00:00Z,49.6976
2024-03-29T00:00:00Z,44.3725
2024-03-30T00:00:00Z,41.1405
2024-03-31T00:00:00Z,34.2125
2024-04-01T00:00:00Z,16.6769
2024-04-02T00:00:00Z,29.5569
2024-04-03T00:00:00Z,42.6585
2024-04-04T00:00:00Z,56.381
2024-04-05T00:00:00Z,54.6319
2024-04-06T00:00:00Z,52.2859
2024-04-07T00:00:00Z,42.882
2024-04-08T00:00:00Z,33.4422
2024-04-09T00:00:00Z,31.8858
2024-04-10T00:00:00Z,29.6096
2024-04-11T00:00:00Z,29.6303
2024-04-12T00:00:00Z,30.5664
2024-04-13T00:00:00Z,30.6173
2024-04-14T00:00:00Z,26.8331
2024-04-15T00:00:00Z,21.7395
2024-04-16T00:00:00Z,20.7337
2024-04-17T00:00:00Z,18.1701
2024-04-18T00:00:00Z,16.4284
2024-04-19T00:00:00Z,27.8229
2024-04-20T00:00:00Z,31.6047
2024-04-21T00:00:00Z,31.6641
2024-04-22T00:00:00Z,20.1901
2024-04-23T00:00:00Z,14.1501
2024-04-24T00:00:00Z,15.3544
2024-04-25T00:00:00Z,18.0601
2024-04-26T00:00:00Z,20.6679
2024-04-27T00:00:00Z,20.8593
2024-04-28T00:00:00Z,17.3824
2024-04-29T00:00:00Z,23.7913
2024-04-30T00:00:00Z,29.8933
2024-05-01T00:00:00Z,31.6322
2024-05-02T00:00:00Z,29.8441
2024-05-03T00:00:00Z,26.9126
2024-05-04T00:00:00Z,26.207
2024-05-05T00:00:00Z,18.1061
2024-05-06T00:00:00Z,14.392
2024-05-07T00:00:00Z,14.4846
2024-05-08T00:00:00Z,13.6585
2024-05-09T00:00:00Z,10.1642
2024-05-10T00:00:00Z,7.8779
2024-05-11T00:00:00Z,8.4198
2024-05-12T00:00:00Z,7.8957
2024-05-13T00:00:00Z,8.2811
2024-05-14T00:00:00Z,11.4306
2024-05-15T00:00:00Z,13.9165
2024-05-16T00:00:00Z,12.4042
2024-05-17T00:00:00Z,13.8267
2024-05-18T00:00:00Z,13.2452
2024-05-19T00:00:00Z,13.5963
2024-05-20T00:00:00Z,19.4867
2024-05-21T00:00:00Z,21.5817
2024-05-22T00:00:00Z,21.2352
2024-05-23T00:00:00Z,20.9098
2024-05-24T00:00:00Z,20.4946
2024-05-25T00:00:00Z,20.5779
2024-05-26T00:00:00Z,20.0732
2024-05-27T00:00:00Z,19.3394
2024-05-28T00:00:00Z,21.171
2024-05-29T00:00:00Z,15.3275
2024-05-30T00:00:00Z,0.729
2024-05-31T00:00:00Z,13.6344
2024-06-01T00:00:00Z,104.6268
2024-06-02T00:00:00Z,94.3456
2024-06-03T00:00:00Z,78.2182
2024-06-04T00:00:00Z,71.3232
2024-06-05T00:00:00Z,94.0687
2024-06-06T00:00:00Z,68.4055
2024-06-07T00:00:00Z,100.2479
2024-06-08T00:00:00Z,91.1625
2024-06-09T00:00:00Z,127.0789
2024-06-10T00:00:00Z,206.6284
2024-06-11T00:00:00Z,225.2701
2024-06-12T00:00:00Z,142.5512
2024-06-13T00:00:00Z,159.4987
2024-06-14T00:00:00Z,148.5746
2024-06-15T00:00:00Z,198.0224
2024-06-16T00:00:00Z,108.6886
2024-06-17T00:00:00Z,284.1791
2024-06-18T00:00:00Z,283.7443
2024-06-19T00:00:00Z,288.0854
2024-06-20T00:00:00Z,313.347
2024-06-21T00:00:00Z,307.9536
2024-06-22T00:00:00Z,376.5234
2024-06-23T00:00:00Z,360.0938
2024-06-24T00:00:00Z,159.6515
2024-06-25T00:00:00Z,97.8581
2024-06-26T00:00:00Z,150.0362
2024-06-27T00:00:00Z,400.1393
2024-06-28T00:00:00Z,260.6442
2024-06-29T00:00:00Z,272.3291
2024-06-30T00:00:00Z,245.2126
